V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1.0396806885015468,0.0511671988526429,-1.820249316947052,0.4604223497856838,0.5860274145642863,-1.034917328290544,0.6315543051659357,-0.3887542579942961,0.302760058522546,-0.2711936004657072,-1.3043401962974857,-0.912813050560936,-1.4182172689463133,-0.4192432129083411,-0.0303616889476845,0.0026185698292685,0.7936843563928949,0.2377607692078483,0.1657125455793347,-0.2054526575523143,0.0212555220133331,0.0975325102583702,-0.2917294993518159,-1.1875433109666305,0.8490869413444962,1.185159879353009,-0.2709606324202843,-0.1673860462445586,-0.1018082649449568,0
-0.206865918102764,0.343822726140709,1.4571938770735164,0.4021718919359648,-0.0264549034536185,0.2456139871035622,0.3756002488828021,0.1519349238097985,0.0546259160182762,-0.244130390015767,1.0660792530604069,0.2034933480700025,-1.7443945408334618,0.1030109426269899,-0.6237167536048539,-0.5072139858075876,-0.0135598280270811,-0.3073762689909691,0.1033669327910055,-0.1624349354542803,-0.3214392144253257,-0.6319663448924085,-0.0144469573021018,0.2302709526792606,-0.5692661146837954,-1.4631201190202054,-0.1626406530168951,-0.5028350035005783,-0.3014496406269504,0
-0.344796494292314,-0.144512443970235,1.2227140100208205,-0.7748037999010713,-0.0386561009078191,-0.3331795359999856,-0.2705341943273309,0.27179979502307,0.4514949867107771,-0.658194687908489,0.4092354527571656,0.2908923621516891,-0.8745395771283302,-0.1014365070122271,-0.735095458133296,1.0132368334284425,-1.067973635919996,0.6581518895228695,-0.3013417601906111,-0.0609374803577973,0.2059195513278635,0.4096166110092447,0.1692458256109517,0.0566576740557551,-1.8870934639887973,1.454309503506943,0.2321473333104946,0.541355199601924,-0.3040454976822274,0
0.0129960174228149,0.5675988735127326,-0.0489146866523047,-0.2688343862387528,0.4946742974843119,-0.4983807169098521,0.7283011544164943,-0.1054383821807987,0.1278545665156878,-0.3135256853262043,-1.1193524013134994,-0.5929425910905283,-0.8305979659825594,0.6221657213933826,1.0904700268799137,-0.6558159670538248,-0.3965583129555356,0.6114632901742855,0.6656034681246435,0.0201772979093932,0.4690695756855333,1.6475358786825416,-0.3577812922765854,1.1086125289559736,-0.7485000303558083,-0.891932378680359,1.2313123874763163,0.8838851952248157,-0.3493332192312133,0
-0.0582418273302353,0.6504265622788824,0.5834953033087831,0.1682290943797294,0.8930746176996711,-0.3937635238632705,1.3046582213013844,-0.6267068153419868,-0.4742489288782844,0.1250926266105309,-0.93611744650948,-0.1630711831997659,0.7460577468963316,-0.2059426353609033,0.570724222432758,-0.3128912003103542,-1.0195763065127017,-0.1018129012152734,0.2583146425386198,0.1242367288435393,-0.0807594763927198,0.2552138193581101,-0.7852773890511243,-0.6947302398737933,0.9270833840614612,-0.7402055154353778,-1.1016121499623903,-1.3486072399954967,-0.317424145582501,0
0.3823166123982924,-0.7725491594507806,-0.4363795022866961,-0.8236019860445551,-0.4122174274425055,-0.5279876836463014,0.4167563758180333,-0.3095943533412424,1.288581915920335,-1.2499672308354908,-1.0120244979747754,1.0900359311434065,0.9927901972157844,-0.1011641307598157,0.4464238714485152,-1.037196695955543,-0.0214873607615972,-0.3686936995091296,1.6795122818566048,0.8254705068005493,0.017213416634539,-0.4809663383144496,-0.8158565084422205,-0.5733522933494889,1.430901314209848,0.0233660620665709,-0.1388625816674974,0.1707093204196501,0.958579374004492,0
1.0594638386864117,0.0964945290429485,-0.7663827819563107,0.396720576699642,0.0905963269285083,-0.9174066099170332,0.1570937822813623,-0.421896998621416,1.6278476530791908,-0.3540177408784647,0.4064150118921921,-1.8520632352206243,2.362611067683915,1.8882875924848683,-0.0241785707425335,-0.3849026997374374,0.2948361284335644,0.0452828006754402,-0.6280029380918332,-0.3311939720416422,0.1491411413131544,1.0584339086064571,0.0174514984585778,-0.0318880375241898,0.4845148558595281,-0.3036647408637275,-0.1024623014729989,-0.1977319406134523,-0.3493332192312133,0
-0.7192713856058798,-0.0009281908503034,1.134717896523327,-0.9281059552481392,-0.3872311044133296,-0.1470551993283609,-0.0010480870538285,0.5552276267565183,0.5128876536925392,-1.6032981217126323,-1.0114691923366572,0.8284074376233076,0.2539327157793726,-0.4904075774395645,-1.544302884346053,0.2828113815539706,-0.1000879277253528,-1.2991369922993596,-1.8523192117426537,-0.1239323818807706,0.0355325937596264,-0.1574885510038783,0.3126841994293723,0.2102633692023538,-0.8347865015234065,1.237288790653133,-0.2060361394963145,0.0334156441229852,-0.0181417952402604,0
-0.3330388991456025,-0.0408760499744938,1.399299222631894,-2.1480307216963,-0.1526422903631812,-0.5262777137029706,-0.0088948338465803,-0.0970787470321697,3.150159653571306,-1.9645877763630244,-0.0878937557295114,-2.128508633243446,1.7887646755445308,0.6517331524445438,-0.1805279884999537,0.3188884290112634,-0.4880656626802409,0.9660391961487104,-1.427013937687008,-0.0066544674991164,0.1192173600095173,1.2382463072045635,-0.374187274593672,-0.3268264714828927,-0.5062943842808142,-0.914599432709454,0.5797596482481018,-0.0004252076800456,-0.3134305193436134,0
-0.6519649117469021,0.3313284116892392,-1.6736409571784985,0.6891382769016959,1.2456938758705518,-1.260186547486902,0.1935487861042122,0.4236099386620233,-0.4061153863616057,-0.9809698282615688,-1.3745236281026334,-0.0949621613439352,-0.5368536223193487,-0.3437369696895941,-1.0979740127952484,0.1460503992029346,1.2607659339016986,0.5222543324730062,-0.6720553766143332,-0.7435386731549233,0.3684616915241985,0.8389891224591077,-0.3627271092176,0.9510981759807208,-2.8476404340468457,-1.8382497392443728,0.574018061083176,-0.2406048184344782,-0.2696204395030158,0
